fork,url,commits_from_user_on_fork,returned,created_at,pushed_at,user
AresAndy/OpenXcom,https://github.com/AresAndy/OpenXcom,1,False,2017-07-10T18:06:46Z,2017-07-10T18:10:49Z,AresAndy
vluismx/OpenXcom,https://github.com/vluismx/OpenXcom,0,False,2017-07-21T01:48:54Z,2017-07-18T21:14:18Z,vluismx
ryz/OpenXcom,https://github.com/ryz/OpenXcom,3,False,2017-07-23T19:29:44Z,2017-07-23T22:23:02Z,ryz
mike-teehan/OpenXcom,https://github.com/mike-teehan/OpenXcom,0,False,2017-07-26T03:24:30Z,2017-07-26T03:35:20Z,mike-teehan
hxhieu/OpenXcom,https://github.com/hxhieu/OpenXcom,0,False,2017-07-30T11:49:22Z,2017-07-23T22:23:03Z,hxhieu
maweki/OpenXcom,https://github.com/maweki/OpenXcom,1,True,2017-08-20T17:39:22Z,2017-08-22T10:19:27Z,maweki
aytereschenko/OpenXcom,https://github.com/aytereschenko/OpenXcom,0,False,2017-09-14T19:58:09Z,2017-09-13T10:48:36Z,aytereschenko
dmaulikr/OpenXcom,https://github.com/dmaulikr/OpenXcom,0,False,2017-09-20T04:25:51Z,2017-09-16T20:01:18Z,dmaulikr
stewartmatheson/OpenXcom,https://github.com/stewartmatheson/OpenXcom,0,False,2017-10-29T12:22:40Z,2017-10-27T18:09:11Z,stewartmatheson
terrorcide/OpenXcom,https://github.com/terrorcide/OpenXcom,0,False,2017-11-15T22:40:18Z,2017-11-09T03:37:31Z,terrorcide
alienjon/OpenXcom,https://github.com/alienjon/OpenXcom,7,True,2011-12-21T14:44:51Z,2012-11-10T06:04:43Z,alienjon
yoyko/OpenXcom,https://github.com/yoyko/OpenXcom,0,False,2012-01-12T22:33:07Z,2012-01-12T22:44:19Z,yoyko
JohnVidler/OpenXcom,https://github.com/JohnVidler/OpenXcom,0,False,2012-01-27T22:15:05Z,2012-01-22T15:31:11Z,JohnVidler
sgtltd/OpenXcom,https://github.com/sgtltd/OpenXcom,0,False,2012-02-05T23:26:22Z,2012-02-05T22:34:33Z,sgtltd
zyxophoj/OpenXcom,https://github.com/zyxophoj/OpenXcom,1,True,2012-02-26T18:12:35Z,2013-05-12T17:12:51Z,zyxophoj
wesy946072/OpenXcom,https://github.com/wesy946072/OpenXcom,0,False,2012-04-17T17:17:03Z,2012-04-17T14:45:17Z,wesy946072
Zharik1999/OpenXcom,https://github.com/Zharik1999/OpenXcom,0,False,2012-04-30T10:51:08Z,2012-07-18T07:30:27Z,Zharik1999
olivier2/OpenXcom,https://github.com/olivier2/OpenXcom,0,False,2012-07-05T02:01:40Z,2012-06-24T18:14:09Z,olivier2
d2uriel/OpenXcom,https://github.com/d2uriel/OpenXcom,9,True,2012-07-25T10:43:47Z,2012-11-06T07:50:17Z,d2uriel
radius75/OpenXcom,https://github.com/radius75/OpenXcom,54,True,2012-08-07T15:43:44Z,2013-11-10T13:38:34Z,radius75
ObsidianBlk/OpenXcom,https://github.com/ObsidianBlk/OpenXcom,0,False,2012-09-04T12:21:04Z,2012-08-30T17:16:42Z,ObsidianBlk
fluffyfreak/OpenXcom,https://github.com/fluffyfreak/OpenXcom,0,False,2012-09-16T16:22:31Z,2014-06-16T15:41:58Z,fluffyfreak
wesy/OpenXcom-1,https://github.com/wesy/OpenXcom-1,0,False,2012-09-27T17:59:26Z,2012-09-25T19:13:39Z,wesy
AndO3131/OpenXcom,https://github.com/AndO3131/OpenXcom,23,True,2012-10-14T10:22:38Z,2019-01-04T09:52:40Z,AndO3131
rickyah/OpenXcom,https://github.com/rickyah/OpenXcom,0,False,2012-10-14T13:17:20Z,2012-10-12T22:57:12Z,rickyah
kalxas/OpenXcom,https://github.com/kalxas/OpenXcom,8,True,2012-10-15T08:18:50Z,2018-10-28T19:46:48Z,kalxas
zugz/OpenXcom,https://github.com/zugz/OpenXcom,1,True,2012-10-18T03:30:04Z,2014-06-28T21:34:16Z,zugz
DiegoVazquezNanini/OpenXcom,https://github.com/DiegoVazquezNanini/OpenXcom,0,False,2012-10-18T19:24:44Z,2012-10-18T19:05:41Z,DiegoVazquezNanini
Warboy1982/OpenXcom,https://github.com/Warboy1982/OpenXcom,14,True,2012-10-24T14:15:51Z,2015-01-02T13:07:12Z,Warboy1982
karvanit/OpenXcom,https://github.com/karvanit/OpenXcom,83,True,2012-10-25T07:54:54Z,2013-07-08T17:08:16Z,karvanit
grrussel/OpenXcom,https://github.com/grrussel/OpenXcom,2,True,2012-11-11T23:47:11Z,2012-11-29T22:56:14Z,grrussel
fenyo1/OpenXcom,https://github.com/fenyo1/OpenXcom,107,True,2012-11-20T04:42:31Z,2014-07-06T09:12:43Z,fenyo1
Munkeylord/OpenXcom,https://github.com/Munkeylord/OpenXcom,0,False,2012-11-20T14:50:30Z,2012-11-20T04:27:43Z,Munkeylord
knapsu/OpenXcom,https://github.com/knapsu/OpenXcom,11,True,2012-11-21T22:37:38Z,2017-07-19T04:37:28Z,knapsu
alienfood/OpenXcom,https://github.com/alienfood/OpenXcom,9,True,2012-11-26T00:00:40Z,2019-11-04T21:06:17Z,alienfood
Tripphippie/OpenXcom,https://github.com/Tripphippie/OpenXcom,0,False,2012-11-30T02:31:43Z,2012-11-29T19:02:09Z,Tripphippie
cdietschrun/OpenXcom,https://github.com/cdietschrun/OpenXcom,1,True,2013-01-05T18:04:38Z,2013-02-19T17:30:20Z,cdietschrun
hmaon/OpenXcom,https://github.com/hmaon/OpenXcom,269,True,2013-01-07T00:28:15Z,2013-04-28T01:33:44Z,hmaon
sandhyadarshini/OpenXcom,https://github.com/sandhyadarshini/OpenXcom,0,False,2013-01-30T15:56:12Z,2013-01-30T03:51:38Z,sandhyadarshini
zpmorgan/OpenXcom,https://github.com/zpmorgan/OpenXcom,0,False,2013-02-17T03:47:46Z,2013-02-25T18:08:45Z,zpmorgan
redv/OpenXcom,https://github.com/redv/OpenXcom,255,True,2013-02-17T09:22:12Z,2015-05-19T23:37:01Z,redv
gbonik/OpenXcom,https://github.com/gbonik/OpenXcom,5,True,2013-02-18T22:21:34Z,2013-02-19T05:05:08Z,gbonik
iThompson/OpenXcom,https://github.com/iThompson/OpenXcom,1,True,2013-02-24T05:50:16Z,2013-02-24T06:13:32Z,iThompson
szabopeter/OpenXcom,https://github.com/szabopeter/OpenXcom,0,False,2013-03-19T08:48:55Z,2014-04-02T15:20:32Z,szabopeter
MirandaJanell/OpenXcom,https://github.com/MirandaJanell/OpenXcom,0,False,2013-04-20T07:14:53Z,2013-04-20T03:44:28Z,MirandaJanell
winterheart/OpenXcom,https://github.com/winterheart/OpenXcom,43,True,2013-05-03T11:06:37Z,2017-03-16T04:00:21Z,winterheart
bugamn/OpenXcom,https://github.com/bugamn/OpenXcom,0,False,2013-05-05T21:57:25Z,2016-07-28T16:30:00Z,bugamn
xrabohrok/OpenXcom,https://github.com/xrabohrok/OpenXcom,5,True,2013-05-09T00:02:14Z,2013-05-21T16:42:11Z,xrabohrok
arirahikkala/OpenXcom,https://github.com/arirahikkala/OpenXcom,0,False,2013-05-09T07:18:54Z,2013-05-09T07:24:51Z,arirahikkala
mitaes/OpenXcom,https://github.com/mitaes/OpenXcom,0,False,2013-05-17T07:23:50Z,2013-05-17T07:25:24Z,mitaes
lt90/OpenXcom,https://github.com/lt90/OpenXcom,0,False,2013-05-19T23:49:48Z,2013-05-23T04:52:23Z,lt90
umezuke/OpenXcom,https://github.com/umezuke/OpenXcom,0,False,2013-05-23T16:22:53Z,2013-05-23T09:47:34Z,umezuke
silentsanta/OpenXcom,https://github.com/silentsanta/OpenXcom,0,False,2013-05-25T13:31:18Z,2013-05-25T13:29:54Z,silentsanta
cybergerac/OpenXcom,https://github.com/cybergerac/OpenXcom,0,False,2013-05-25T19:54:39Z,2013-05-25T20:00:30Z,cybergerac
hthief/OpenXcom,https://github.com/hthief/OpenXcom,0,False,2013-05-31T13:20:09Z,2013-05-31T12:20:41Z,hthief
evktalo/OpenXcom,https://github.com/evktalo/OpenXcom,2,True,2013-06-12T11:00:40Z,2014-11-24T20:24:12Z,evktalo
mydmitry/OpenXcom,https://github.com/mydmitry/OpenXcom,3,True,2013-06-16T15:26:17Z,2013-06-16T16:48:56Z,mydmitry
myk002/OpenXcom,https://github.com/myk002/OpenXcom,238,True,2013-06-26T02:45:39Z,2021-04-08T22:23:52Z,myk002
cpages/OpenXcom,https://github.com/cpages/OpenXcom,1,True,2013-06-26T18:55:17Z,2014-06-18T22:12:56Z,cpages
Phezzan/OpenXcom,https://github.com/Phezzan/OpenXcom,62,True,2013-06-28T15:34:41Z,2017-04-21T19:35:51Z,Phezzan
Shoes01/OpenXcom,https://github.com/Shoes01/OpenXcom,309,True,2013-07-04T15:13:06Z,2020-12-16T12:27:43Z,Shoes01
stefkosdev/OpenXcom,https://github.com/stefkosdev/OpenXcom,4,True,2013-07-08T19:07:52Z,2013-08-05T20:18:03Z,stefkosdev
cfailde/OpenXcom,https://github.com/cfailde/OpenXcom,113,True,2013-07-12T15:21:26Z,2014-09-14T04:47:01Z,cfailde
louisdx/OpenXcom,https://github.com/louisdx/OpenXcom,13,True,2013-07-21T14:39:30Z,2017-08-26T00:27:17Z,louisdx
Juju-Dredd/OpenXcom,https://github.com/Juju-Dredd/OpenXcom,0,False,2013-08-27T20:49:10Z,2013-09-01T12:49:53Z,Juju-Dredd
bokmcdok/OpenXcom,https://github.com/bokmcdok/OpenXcom,0,False,2013-09-08T14:22:39Z,2013-09-08T02:02:07Z,bokmcdok
2xG/OpenXcom,https://github.com/2xG/OpenXcom,0,False,2013-09-27T06:07:05Z,2013-10-09T00:27:46Z,2xG
keeper/OpenXcom,https://github.com/keeper/OpenXcom,1,True,2013-10-05T21:02:42Z,2013-11-08T08:11:09Z,keeper
atlimit8/OpenXcom,https://github.com/atlimit8/OpenXcom,5,True,2013-10-06T21:17:06Z,2021-02-12T22:55:04Z,atlimit8
spiridovich/OpenXcom,https://github.com/spiridovich/OpenXcom,0,False,2013-10-07T12:56:30Z,2013-10-07T08:38:58Z,spiridovich
dtrushn/OpenXcom,https://github.com/dtrushn/OpenXcom,8,True,2013-10-31T19:03:59Z,2013-11-04T23:53:58Z,dtrushn
ShadowGJ/OpenXcom,https://github.com/ShadowGJ/OpenXcom,3,True,2013-11-02T15:11:23Z,2013-11-02T15:13:02Z,ShadowGJ
Scarberian/OpenXcom,https://github.com/Scarberian/OpenXcom,0,False,2013-11-24T16:29:49Z,2013-11-24T06:37:37Z,Scarberian
maszekmadhacker/OpenXcom,https://github.com/maszekmadhacker/OpenXcom,0,False,2013-12-13T13:28:39Z,2013-12-13T11:11:38Z,maszekmadhacker
gamebytes/OpenXcom,https://github.com/gamebytes/OpenXcom,0,False,2013-12-13T21:49:12Z,2013-12-13T11:11:38Z,gamebytes
parreirat/OpenXcom,https://github.com/parreirat/OpenXcom,0,False,2014-01-03T16:37:41Z,2013-12-30T14:21:31Z,parreirat
Pascal666/OpenXcom,https://github.com/Pascal666/OpenXcom,0,False,2014-01-15T19:01:34Z,2014-01-24T01:10:02Z,Pascal666
Firgeis/OpenXcom,https://github.com/Firgeis/OpenXcom,0,False,2014-01-28T22:17:03Z,2014-02-12T21:37:43Z,Firgeis
JoakimSoderberg/OpenXcom,https://github.com/JoakimSoderberg/OpenXcom,0,False,2014-01-29T17:05:28Z,2014-02-04T00:21:36Z,JoakimSoderberg
lee-dohm/OpenXcom,https://github.com/lee-dohm/OpenXcom,0,False,2014-01-31T02:34:19Z,2014-01-30T07:23:21Z,lee-dohm
attractor-set/OpenXcom,https://github.com/attractor-set/OpenXcom,0,False,2014-02-04T21:17:11Z,2014-02-04T06:27:11Z,attractor-set
DouglasMeyer/OpenXcom,https://github.com/DouglasMeyer/OpenXcom,0,False,2014-02-23T14:15:56Z,2014-02-23T22:47:17Z,DouglasMeyer
AngelusEV/OpenXcom,https://github.com/AngelusEV/OpenXcom,0,False,2014-02-24T19:20:45Z,2014-02-23T18:21:39Z,AngelusEV
Partybwal/OpenXcom,https://github.com/Partybwal/OpenXcom,3,False,2014-03-12T01:10:11Z,2014-03-26T16:44:48Z,Partybwal
TBrashear/OpenXcom,https://github.com/TBrashear/OpenXcom,0,False,2014-03-12T14:52:41Z,2014-03-11T11:18:29Z,TBrashear
andy-uq/OpenXcom,https://github.com/andy-uq/OpenXcom,0,False,2014-03-15T00:08:06Z,2014-03-13T12:50:38Z,andy-uq
DarkDefender/OpenXcom,https://github.com/DarkDefender/OpenXcom,5,True,2014-04-14T16:54:04Z,2014-06-13T13:11:44Z,DarkDefender
fudgedragon/OpenXcom,https://github.com/fudgedragon/OpenXcom,0,False,2014-05-09T08:36:00Z,2015-06-15T05:57:19Z,fudgedragon
sfalexrog/OpenXcom,https://github.com/sfalexrog/OpenXcom,174,True,2014-05-23T15:22:44Z,2018-02-04T12:32:18Z,sfalexrog
fibercube/OpenXcom,https://github.com/fibercube/OpenXcom,0,False,2014-06-04T09:25:33Z,2014-06-04T04:41:19Z,fibercube
j-n-wood/OXCHD,https://github.com/j-n-wood/OXCHD,1,False,2014-06-06T23:47:58Z,2014-06-07T03:01:24Z,j-n-wood
topaxi/OpenXcom,https://github.com/topaxi/OpenXcom,2,True,2014-06-09T10:47:36Z,2014-09-07T15:20:39Z,topaxi
Darineth/OpenXcom,https://github.com/Darineth/OpenXcom,20,False,2014-06-14T14:43:00Z,2021-02-21T18:30:56Z,Darineth
duaneking/OpenXcom,https://github.com/duaneking/OpenXcom,0,False,2014-06-14T17:53:15Z,2014-06-14T17:35:32Z,duaneking
XeresRazor/OpenXcom,https://github.com/XeresRazor/OpenXcom,0,False,2014-06-14T20:43:03Z,2014-06-14T19:58:12Z,XeresRazor
feralbob/OpenXcom,https://github.com/feralbob/OpenXcom,0,False,2014-06-14T23:46:28Z,2014-06-14T19:58:12Z,feralbob
hsz-gamedev/SupSuper--OpenXcom,https://github.com/hsz-gamedev/SupSuper--OpenXcom,0,False,2014-06-15T12:58:28Z,2014-06-14T19:58:12Z,hsz-gamedev
omega69/OpenXcom,https://github.com/omega69/OpenXcom,0,False,2014-06-16T22:08:37Z,2014-06-14T19:58:12Z,omega69
bussiere/OpenXcom,https://github.com/bussiere/OpenXcom,0,False,2014-06-17T21:10:21Z,2014-06-17T16:05:03Z,bussiere
54x/OpenXcom,https://github.com/54x/OpenXcom,48,True,2014-06-20T21:48:19Z,2014-06-24T11:11:32Z,54x
JonnyH/OpenXcom,https://github.com/JonnyH/OpenXcom,13,True,2014-06-21T03:56:10Z,2021-05-09T19:50:11Z,JonnyH
ajschult/OpenXcom,https://github.com/ajschult/OpenXcom,20,True,2014-06-21T22:34:40Z,2019-05-27T22:36:39Z,ajschult
HueponiK/OpenXcom,https://github.com/HueponiK/OpenXcom,2,True,2014-06-22T17:28:31Z,2020-04-30T10:37:58Z,HueponiK
batteryShin/OpenXcom,https://github.com/batteryShin/OpenXcom,0,False,2014-06-24T05:14:39Z,2014-06-24T01:08:50Z,batteryShin
yahuaska/OpenXcom,https://github.com/yahuaska/OpenXcom,0,False,2014-07-02T10:16:39Z,2014-07-01T06:45:34Z,yahuaska
ibanix/OpenXcom,https://github.com/ibanix/OpenXcom,0,False,2014-07-04T04:43:37Z,2014-07-03T16:48:18Z,ibanix
iforand/OpenXcom,https://github.com/iforand/OpenXcom,2,True,2014-07-05T11:46:50Z,2014-07-08T10:22:47Z,iforand
dalerank/OpenXcom,https://github.com/dalerank/OpenXcom,0,False,2014-07-11T10:05:20Z,2014-07-09T18:12:12Z,dalerank
hackbunny/OpenXcom,https://github.com/hackbunny/OpenXcom,0,False,2014-07-14T14:40:55Z,2014-10-20T11:06:06Z,hackbunny
stavrossk/OpenXcom,https://github.com/stavrossk/OpenXcom,1,False,2014-07-14T20:46:54Z,2015-03-03T17:47:18Z,stavrossk
sirnacnud/OpenXcom,https://github.com/sirnacnud/OpenXcom,3,True,2011-02-23T02:54:40Z,2011-11-29T04:47:31Z,sirnacnud
gpin/OpenXcom,https://github.com/gpin/OpenXcom,4,True,2011-03-12T10:39:50Z,2011-03-18T13:48:12Z,gpin
UnkLegacy/OpenXcom,https://github.com/UnkLegacy/OpenXcom,0,False,2011-05-05T01:59:38Z,2011-05-04T23:07:04Z,UnkLegacy
bluecat76/OpenXcom,https://github.com/bluecat76/OpenXcom,0,False,2011-06-16T21:36:03Z,2012-05-01T23:38:06Z,bluecat76
Istrebitel/OpenXcom,https://github.com/Istrebitel/OpenXcom,2,True,2011-08-02T06:31:32Z,2016-09-29T10:53:45Z,Istrebitel
Yankes/OpenXcom,https://github.com/Yankes/OpenXcom,573,True,2011-08-20T21:23:59Z,2021-05-16T14:00:03Z,Yankes
jimu/OpenXcom,https://github.com/jimu/OpenXcom,3,True,2011-09-16T14:03:42Z,2011-09-28T20:17:08Z,jimu
gchevallereau/OpenXcom,https://github.com/gchevallereau/OpenXcom,0,False,2011-09-25T16:43:29Z,2012-02-25T18:11:01Z,gchevallereau
Shugyousha/OpenXcom,https://github.com/Shugyousha/OpenXcom,6,True,2011-09-29T18:43:38Z,2012-12-24T11:16:38Z,Shugyousha
bubblecannon/OpenXcom,https://github.com/bubblecannon/OpenXcom,0,False,2011-10-14T21:02:50Z,2011-10-13T19:09:16Z,bubblecannon
Devanon/OpenXcom,https://github.com/Devanon/OpenXcom,0,False,2011-10-16T17:12:14Z,2011-10-19T22:50:40Z,Devanon
ben0x539/OpenXcom,https://github.com/ben0x539/OpenXcom,1,True,2011-10-17T14:32:19Z,2011-10-24T10:23:29Z,ben0x539
Gilligan-MN/OpenXcom,https://github.com/Gilligan-MN/OpenXcom,0,False,2011-12-03T03:50:14Z,2011-11-30T14:44:53Z,Gilligan-MN
